"V1","V2","V3"
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.740649467112901,0,0
-0.790390762734876,0,0
-0.763205601456745,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.694038517399312,0,0
-0.904631301961558,0,0
-1.06691593250439,0,0
-1.13856896563133,0,0
-1.09940835999639,0,0
-0.960570577571693,0,0
-0.759399097639219,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.904631301961558,0,0
-1.17912446063541,0,0
-1.39065127497768,0,0
-1.48404605786382,0,0
-1.43300291144899,0,0
-1.25203744522826,0,0
-0.989824306841099,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.740649467112901,0,0
-1.06691593250439,0,0
-1.39065127497768,0,0
-1.6401245442359,0,0
-1.75027370849535,0,0
-1.69007377285633,0,0
-1.4766443472712,0,0
-1.16739197622166,0,0
-0.835079942293739,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.790390762734876,0,0
-1.13856896563133,0,0
-1.48404605786382,0,0
-1.75027370849535,0,0
-1.8678203831632,0,0
-1.80357747857867,0,0
-1.57581434099637,0,0
-1.24579288241865,0,0
-0.891163096500994,0,0
0,0,0
0,0.694038517399312,0
0,0.740649467112901,0
0,0.715175136992498,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.763205601456745,0,0
-1.09940835999639,0,0
-1.43300291144899,0,0
-1.69007377285633,0,0
-1.80357747857867,0,0
-1.74154418195573,0,0
-1.52161486268244,0,0
-1.20294435479857,0,0
-0.860511912750224,0,0
