"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-0.891069761776474,0.0222491658863943,-2.00511224687047,-1.34230586291529,-0.0417586245824295,-3.66568971933869,-10.3862735944511,-1.77643025562675,2.35625944225713,-5.34390987912542,-3.47594582155343,-0.227163288823675,2.34013605416767,-5.48223613175666,-3.41547733734455,2.00036230137971,-4.11871930285932,-2.77728536935623,-4.55910559496323,-2.51927641168454,6.07043691377803,1.06572714803268,-2.83380630625045,-3.15671797531518,-6.43915599527767,2.65577271206815,-0.1367551903105,8.92273646556908,1.27683094993286,6.72160895893999,-1.63917057560651,2.07071009594252,-5.15592170537816,-6.62228225427441,0.154636400780292,-0.87058447739123,0.164648059182849,-2.15427489847896,2.9054604183877,2.23290739366932,1.0327030932312,-0.647700569518099,-4.14887242112359,-1.57460991545281,-1.82480898802235,1.03523502298792,-3.22454911234137,-4.01116021846365,-1.43838766183013,2.17634268640211
-0.497061088550149,-4.01393333378538,1.24459152600666,1.7420644073854,2.37655805961841,2.8147095528891,-2.99030354139849,5.25218343122792,-1.25318872810219,-2.84858432362088,2.34457474886238,0.197556252634606,-0.375138796687104,5.93785287537966,-2.17616770584631,-0.0617388076569269,3.28748638523882,-3.966242824811,0.489539802002204,-2.00495020008609,9.25276883690898,-1.33656908449646,-1.05722444352133,2.56514891157601,1.28262806664713,-8.40602301295931,-3.0309564845092,2.54309217106845,-1.71842851737506,-0.97422331573711,-0.716914689432956,1.63219394389442,-2.72930282034507,-5.28518913266043,0.590659655044295,1.06074193401944,-2.43192762575004,0.868663151693476,0.548342436035086,0.559023367626339,2.02804231873581,-2.09437624592518,0.805665744643149,-2.52700577997082,-5.05151234499465,-4.10350113033217,-0.688719395314243,1.71754789575344,-5.99225325440033,-3.47798068777265
-0.352400294429568,1.15850088365888,-2.84837125257565,1.99075586626256,-0.702114968719827,-1.65633357942397,3.31738051796448,-0.746795015864596,11.3506901649124,5.02790813742214,-5.29622576131039,3.52778904824649,0.347331649625097,-0.434167834578621,2.89826309607097,-3.24948675315428,4.94389767184489,2.43361655066788,1.25100345925595,4.96449000404084,0.790988018122956,8.03113255166759,6.07576312358184,-1.36282317029428,-2.84338424390494,-0.245537830340178,0.884780583576431,-4.03521346951615,4.92267498417858,-4.9501720535641,-1.92534975460651,0.966481498039434,-3.59437410464378,-1.03573529159913,-1.21358742541843,-5.85021443816407,6.91889935684442,-2.49099587432826,3.20853332504359,1.50703297065935,3.16869624688403,-6.93541375052098,6.4524479026387,-7.59850471583048,-1.45311302858266,-0.320358728481815,-3.55860833483448,-4.10313604770675,-5.62549471311348,-0.0640137706805792
-2.32160636871351,-2.08006098558286,-1.51749537259725,1.99408426016022,4.37371591721708,-2.52379692876941,-2.93392983761501,5.33070274880082,-6.17702643012549,-4.20938053249974,0.985406499609827,3.5980578293761,-4.120734606068,-5.43530624464395,-4.51720952693311,-0.464706544431217,-1.14648993538337,-3.60607722281209,2.25763339419243,2.45040716095886,1.41261875097847,5.94082877627384,-2.27802644599252,-0.0753639484190023,0.909115735471338,-9.85240055367393,-3.14154719682215,2.87154512089497,0.0757805591281857,5.59762140486353,6.1365612429656,2.76794911517997,-3.76344176150284,-2.72030392786701,-1.70775948681975,-4.44014018965051,2.0166855684593,4.58251889830032,-5.14010515339192,-3.29409989702678,-0.851400808249633,-4.4780547767245,-5.36337385848304,8.38221261632643,-13.908911079966,3.69538394160448,0.05076892026324,-5.09404859345233,0.961788671721925,3.06570266230636
-0.098250344621742,1.77461669796726,4.66149754302866,1.99069314799247,4.09013713656379,2.55879512625739,0.647191231255329,-0.303721828716702,-4.09507030745164,6.32185343098801,-2.62208751010073,-8.66492156253773,4.73628242425234,-2.8079058973095,2.15631477102609,0.36596376818599,-3.50173353042616,-3.33147459240014,-5.32332099464945,-2.78014398508171,1.32268673846585,6.98889302738535,1.68696283230153,6.81384036848476,-3.79434279639931,4.03620995116814,-2.62168899003785,4.1232592908876,4.3167235722008,1.73363616937545,2.80624488091153,-0.921532620758915,-3.94259323366809,-2.56949027853586,-163.439446877447,-5.99931765983884,-6.09184999476644,-2.1542164223636,0.00432725606007184,-2.00286580727026,-1.49629640589952,4.64614344447956,-3.811366007489,-5.71806190898306,-2.89585377724158,-4.3240551368714,2.03511066968247,-4.93416831453784,2.67791935936722,6.90845759450962
-5.1951021702328,-0.604745271481435,3.0434332801539,-3.29857599034486,-2.51872942359089,4.45597636055025,-4.31644864923806,-1.54939541306396,-2.08936138280232,3.44229957947259,-1.73228658854551,-6.14923672795503,3.85770442819408,-2.7385001285308,3.87122343323391,6.2231327567979,4.64449418048545,280.027106716234,6.70501588417969,-3.70343625945779,-0.0368933874224212,-1.15051389382382,1.9764330295279,0.97538325265133,9.87896754506353,2.63827323987058,-2.09677466057595,-2.73850015222197,-2.87617144208287,2.34039584910497,0.329446730153232,2.98473350338402,2.58973499397885,3.96718767494926,2.66929063908337,0.827506477202868,0.134894424116698,-0.570200931300347,-1.37886429598526,0.796471761372708,-0.613596631280162,-3.69723963521776,-3.72186460084462,0.143488130238636,-2.06943501891565,-2.1901299409343,1.87293002676441,-5.1567308648229,3.4387713554063,-0.979165500699426
1.57812344050442,-5.51563941909091,-0.584854440558598,3.39225180517113,4.3038638050521,1.42723512215302,-6.75186127912431,-1.61005190716124,-2.4142937341365,3.76892135749694,1.6660915610346,0.180133683622903,-3.46403196706373,-1.62608178120925,9.75027157004937,-5.93878379214688,-4.64258185485799,0.0379567244404984,5.01860343713914,7.08344596778558,-3.96924115544515,-1.14490873544044,-2.24576336794117,-5.026348090686,-8.90203966328671,-6.01320891133794,-3.32840842504867,2.07903717690114,5.63456564954005,-0.900500962157502,1.57539383004179,1.4637044318522,-6.84599549395256,142.858238706964,2.69689143066186,-2.55806736131914,2.08007901984096,4.86606102236344,-2.85473249032405,2.3220646525845,-1.29843649505379,0.702691059662061,5.27713491154241,-0.609696160502349,-2.36676057185697,5.56307656254091,-1.23400552584928,-0.520286496619363,2.75408052350049,-4.73362628753899
6.19594752436278,2.96537004339551,-0.105894172350091,-4.06748873890179,7.48106091033128,2.68033417354979,-2.96625705044186,-8.5442101521108,-0.149836138900924,2.29938832252,4.8474408377194,1.86719690847443,-3.11248136690476,0.806432102695251,73.5907186691398,-0.445072757095877,2.57433848711848,8.47968415035096,-6.64043308342807,-1.11849554254195,1.3083779066438,-9.52126049972514,-0.706917687720757,-2.64687452594608,-2.46801219518651,-2.64761509781513,-8.90940538951281,-0.408356696732673,1.12235810078835,-4.24654249427652,-6.22276576440363,5.01152980620859,1.51087480029613,4.84517138782337,7.08690014217479,-12.2025897965243,5.70627639452749,3.89227141336887,1.34744584655252,-2.3212460873149,0.284083568790487,5.27810518337015,3.657762420716,5.27376549634146,-5.42530653923239,3.20282380445894,1.0645135071861,0.593986137995864,-2.20424366539092,0.688147612311434
-2.0862741566096,-0.66012963549265,-2.4579308512214,-4.89491931855204,4.45710860692262,-2.97107264582016,4.35612648223544,8.53363451124974,-1.93853684679488,-7.61217188341859,-1.66638509374954,-4.31218340705388,3.77326946700811,-3.80141782240558,4.68617627517168,4.41471565646149,-6.57531429314665,2.00909909047408,3.75330148239587,2.89930150494897,-7.47253184656173,-3.4795890404078,-3.56395870321888,2.1204409090041,0.495087069148477,1.28396682077799,1.81587187099275,-4.50996793278979,1.37025249847476,-0.770181845686448,3.1520022543551,3.36664143453707,-0.575118159986966,0.385075460191042,-1.33886471754744,-3.3001626483207,-4.78580034721742,3.6713759771045,-0.128327236168122,5.79964204966739,-0.753123737925058,3.68527163290676,1.1305487174097,-0.731337453437195,-1.00664881341251,-0.582161047237693,-3.09954183955689,-2.76628213531729,-1.81562920891827,-5.08491004447107
-1.70978221339402,-0.916075390567427,-3.71403934672005,4.64081969816709,1.55675322174723,8.7495157564236,0.116320862625243,-0.344943084174721,5.5209599627845,5.44498256461727,3.9855479693192,0.975409773336603,-0.92132399087513,-0.475537661170576,2.54071630582163,5.91087069058758,0.887764054332838,0.143745516482531,-3.09514699594411,-3.17589771910653,2.39198157103727,-2.01386373777658,-0.915422628022259,-1.08991908080173,-3.92496674098963,-0.984005825079197,-3.80414797845289,-0.501122497429212,-4.21288223266081,0.261369543301363,-0.705719267356071,3.66435359143286,3.44787683318066,-0.834518559372359,4.26939605065815,0.161364468433836,-2.49957561205273,0.382451956178595,-6.9994777323681,-1.21416832222574,1.75169448199438,3.70792963072901,6.44353292293216,-9.89560559492118,-6.10518735697327,10.4494844418464,-0.123840090791012,2.16671613622117,2.75168144601586,-2.86692211502591
