"V1","V2","V3"
0.251268381252885,-4.80611146427691,0.174233834259212
-7.34118112362921,-1.37893464881927,0.26228716596961
-8.41355593409389,6.00176975131035,7.95938158873469
-1.86453022062778,9.53815549146384,1.61004246678203
-1.3744055852294,-3.73652592301369,-7.57969736121595
9.71802952699363,-5.65902248956263,3.99909456260502
-2.73668009787798,5.1689762994647,-8.89359041582793
-8.08408116456121,-6.66026515886188,-6.18775439448655
-7.32851746957749,-7.65046218410134,-5.18196306657046
-5.41573898401111,-8.82633259985596,9.08211004454643
-7.84255762118846,3.90696607530117,3.75601635314524
-9.4835677370429,2.55495079793036,-6.11435754224658
2.06913168076426,9.17478248476982,-0.174914561212063
-8.67926923092455,7.89502902887762,9.71300482284278
5.85674442350864,2.64475544448942,1.7245063232258
9.26510259043425,4.07476938795298,3.99947875645012
-6.22046388220042,-7.96402140520513,4.42231641616672
-2.47296476271003,6.76434343215078,-0.874024471268058
9.82320659328252,-2.80346755869687,7.08821804262698
-8.31243524327874,0.0413571344688535,1.20856703259051
3.39110806584358,8.18343373946846,-4.92617218289524
9.18690819293261,9.78389793075621,-9.08272639848292
8.06704162154347,-1.58374277409166,1.30056459456682
-7.18143667094409,-0.0920989876613021,8.89996716286987
3.38335500564426,-2.83920799847692,2.24112302530557
6.08789757825434,-7.43480994831771,-7.7098442055285
1.52900911867619,9.05711448285729,-7.80847235117108
3.2607322698459,-2.51882022246718,7.47962610796094
3.77016318496317,-2.42230128031224,-9.81328489258885
9.68238925561309,-1.38342751190066,4.18375128880143
-4.78786662686616,7.93522347230464,0.529767661355436
9.64569501113147,1.67966069187969,-8.85728023946285
-8.57199824880809,8.60170760657638,-2.43433857802302
-7.03818656504154,1.02786267641932,8.09423230122775
-2.91448947042227,-0.402956935577095,-4.76226570084691
-0.949566094204783,-9.13286301773041,4.94452675338835
-5.23216089699417,2.24908181931823,5.00996346119791
2.7928635943681,-2.42726505268365,-6.30794432479888
-4.75263997446746,6.1876620631665,6.36906839907169
-6.74439332447946,8.21796658448875,-1.96759703103453
-9.58355413749814,-1.77338211331517,-8.57126125600189
4.57082715816796,3.25646985322237,7.73783373646438
-4.34023800306022,7.14731977786869,-4.73883248865604
-3.36207044310868,-0.220611914992332,-6.51643126271665
1.52915008366108,2.54677842836827,5.56277908850461
-6.94526319392025,5.05843711551279,0.810199286788702
8.77851751167327,0.387262627482414,5.37580575793982
3.70710156392306,6.8661619676277,3.00568867009133
2.050890782848,3.00009026192129,-5.30930443201214
-9.63161196094006,3.24588495306671,-7.1057612169534
0.23834646679461,6.06895574834198,1.22896496672183
-8.37896913755685,4.686319231987,-4.98910976573825
5.04638013895601,2.76416395790875,7.39913296885788
2.59478801861405,8.44254131894559,-5.43249214533716
8.09509892482311,-1.52117917314172,5.14558395370841
4.7283837152645,-5.74671365320683,1.29454468376935
-6.59507614094764,4.19857590459287,0.132834846153855
0.711925807408988,-5.59822618495673,2.67529542092234
-0.449351258575916,0.137290628626943,8.63794552627951
3.49623916205019,-6.76693632733077,6.42945534083992
8.61633254680783,-6.97977805044502,-0.767202242277563
-3.57807150576264,-9.16335100773722,7.60873256251216
0.133155952207744,-2.92560639325529,-2.53293376881629
-2.82381774391979,5.52237801719457,8.76755451317877
3.05603509303182,-1.12274172715843,9.93480062112212
-9.43241786211729,7.40873388480395,-3.4083891985938
-6.15793692879379,-2.79317041859031,9.91858166176826
1.87768679577857,9.1508245235309,4.02378916274756
4.76572711020708,8.50308256689459,-4.02126839850098
-0.232598949223757,6.85278710443527,1.19691298343241
-6.04992589913309,-4.47906319983304,0.935628800652921
3.91102854162455,-4.78072573430836,3.6706009041518
-3.59109802637249,7.56286636926234,-9.51353921554983
-4.90207790862769,-4.5272123394534,1.22053410392255
8.61280018929392,-5.29102022293955,-2.30927073862404
3.33380878902972,-2.14772795327008,3.96395455580205
2.12778010871261,3.81981501821429,-7.70310164894909
5.76264786534011,-9.37281756661832,-3.54623997583985
-9.86531737726182,-2.79645598959178,-7.98667632509023
6.84430168941617,-2.96047592069954,8.56561339925975
9.87447746098042,2.33712847344577,6.03833619970828
-1.05720025952905,6.24676004983485,-4.6006715670228
7.12077647447586,1.90575531218201,-4.98571422882378
5.7888908777386,-5.24057475384325,-0.603704489767551
-3.86936909053475,-8.57981720473617,-6.82037262246013
-3.33676958922297,-7.56803282536566,2.25129866972566
1.53995170257986,-8.68138553574681,-1.41105717979372
-0.463851275853813,-8.76861904747784,-6.74556931480765
-8.83885863237083,-1.5380021603778,-9.02211742475629
1.51124423369765,1.06762120965868,0.167885939590633
1.1455145245418,7.62902089394629,-2.22750359214842
2.30889112688601,2.60491993278265,3.17131536081433
-2.04409687314183,-0.173294804990292,-1.52823842596263
-0.429366584867239,-6.69158177915961,-0.55665360763669
6.6183228418231,7.1887972811237,-0.805970309302211
8.88377676252276,-2.82563286833465,5.30829024501145
3.00222265068442,5.41393965482712,0.622939956374466
6.59315287601203,-5.17036120407283,-5.12838675174862
-8.84240072220564,-9.44477760232985,-3.43658906407654
4.37362038996071,-9.33810354210436,9.92374946828932
