"V1","V2","V3"
0,0,-0.324025637718782
0,0,0.441585787461966
0,0,0.560943383178941
0,0,-0.21956753536886
0,0,-0.282354683973541
0,0,-0.667870072079795
0,0,1.23456254792179
0,0,-0.399406747623242
0,0,0.0396679304433683
0,0,0.534962391555215
0,0,1.2918233648296
0,0,0.296634171178958
0,0,-0.474703746387396
0,0,0.339257777183687
0,0,0.357311987957428
0,0,0.551998048370945
0,0,0.161074226878924
0,0,0.307089961742715
0,0,-0.172684376807226
0,0,0.143482682757063
0,0,0.443019417755229
0,0,0.455504145330371
0,0,-0.647882765001273
0,0,-0.572569615755187
0,0,-0.125308664785299
0,0,0.112750372301894
0,0,0.244908623635299
0,0,0.138675201230825
0,0,-0.760064775062994
0,0,0.132881776207606
0,0,0.0942811152126384
0,0,0.883346131838045
0,0,0.0164873236453628
0,0,0.888142765454331
0,0,0.153391465685935
0,0,0.0587978528058777
0,0,0.38456829751771
0,0,0.150675492078046
0,0,-0.313557719905308
0,0,-0.623109905803321
0,0,0.0706026427715276
0,0,-0.415056327191471
0,0,0.096458555782996
0,0,-0.898326231789423
0,0,0.0802915839109556
0,0,-0.464030746585701
0,0,0.182040983455123
0,0,-0.135654114213715
0,0,0.209802644513541
0,0,-1.01236288030052
0,0,0.154707811446859
0,0,-0.359999434349795
0,0,0.500932059490413
0,0,0.371607097275334
0,0,0.157618408008474
0,0,-0.195758106097595
0,0,-0.588006960514013
0,0,0.568107092273409
0,0,-0.268335729111238
0,0,0.607309245614035
0,0,-0.664887574695857
0,0,0.0163602452158805
0,0,0.545352074854547
0,0,0.0573851857723632
0,0,-0.456048195192193
0,0,-0.371168520614955
0,0,0.187020468763732
0,0,-0.42587769044812
0,0,-0.277875393111992
0,0,0.357641786479557
0,0,-0.636198963715685
0,0,0.671679587214466
0,0,0.308157831235361
0,0,0.169009595218223
0,0,-0.248953638701586
0,0,0.588747770148001
0,0,0.15303433813445
0,0,-1.15655617793057
0,0,-0.223341529156803
0,0,0.375371741035466
0,0,-0.232121045509831
0,0,-0.453038852571533
0,0,0.205960656812415
0,0,0.0692951921335177
0,0,0.0721564245635706
0,0,0.38718597226077
0,0,1.15921711182845
0,0,-0.300686290383341
0,0,1.0668972648883
